,image_id,patch_id,xmin,ymin,xmax,ymax
79,6632,4,1239,1300,1495,1556
80,4796,0,1142,24,1398,280
81,4796,1,593,270,849,526
82,4796,2,2898,787,3154,1043
83,4796,3,1092,793,1348,1049
84,4796,4,798,590,1054,846
85,355,0,2191,420,2447,676
86,355,1,465,623,721,879
87,355,2,2901,697,3157,953
88,355,3,920,328,1176,584
89,355,4,1816,735,2072,991
90,4577,0,866,1596,1122,1852
91,4577,1,1766,1077,2022,1333
92,4577,2,490,1581,746,1837
93,4577,3,3005,2140,3261,2396
94,4577,4,1666,2240,1922,2496
95,3633,0,2114,2586,2370,2842
96,3633,1,2318,2420,2574,2676
97,3633,2,3311,1736,3567,1992
98,3633,3,453,1726,709,1982
99,3633,4,1377,463,1633,719
100,7606,0,1086,669,1342,925
101,7606,1,2288,234,2544,490
102,7606,2,1544,1155,1800,1411
103,7606,3,1666,1155,1922,1411
104,7606,4,65,815,321,1071
105,8382,0,2743,1174,2999,1430
106,8382,1,1863,806,2119,1062
107,8382,2,19,621,275,877
108,8382,3,292,529,548,785
109,8382,4,2197,1114,2453,1370
110,3289,0,3464,369,3720,625
111,3289,1,390,371,646,627
112,3289,2,359,537,615,793
113,3289,3,1377,1412,1633,1668
114,3289,4,2509,167,2765,423
115,5187,0,3045,904,3301,1160
116,5187,1,2885,545,3141,801
117,5187,2,3362,115,3618,371
118,5187,3,2335,1206,2591,1462
119,5187,4,1733,827,1989,1083
120,11007,0,1117,23,1373,279
121,11007,1,2356,445,2612,701
122,11007,2,1784,5,2040,261
123,11007,3,1940,268,2196,524
124,11007,4,720,1176,976,1432
125,2121,0,1790,651,2046,907
126,2121,1,1961,1244,2217,1500
127,2121,2,2887,232,3143,488
128,2121,3,1082,657,1338,913
129,2121,4,397,85,653,341
130,4242,0,2468,724,2724,980
131,4242,1,1624,219,1880,475
132,4242,2,685,646,941,902
133,4242,3,1749,1239,2005,1495
134,4242,4,2238,1438,2494,1694
135,9496,0,1682,244,1938,500
136,9496,1,2748,910,3004,1166
137,9496,2,2298,1629,2554,1885
138,9496,3,523,81,779,337
139,9496,4,556,422,812,678
140,10658,0,3630,1253,3886,1509
141,10658,1,1994,1446,2250,1702
142,10658,2,3404,105,3660,361
143,10658,3,2239,609,2495,865
144,10658,4,3081,2673,3337,2929
145,7267,0,1604,2009,1860,2265
146,7267,1,3294,108,3550,364
147,7267,2,1599,1304,1855,1560
148,7267,3,2566,1143,2822,1399
149,7267,4,1770,519,2026,775
150,7572,0,2999,1382,3255,1638
151,7572,1,4,3231,260,3487
152,7572,2,467,1152,723,1408
153,7572,3,126,744,382,1000
154,7572,4,2527,382,2783,638
155,3951,0,2114,1844,2370,2100
156,3951,1,2433,1922,2689,2178
157,3951,2,2119,201,2375,457
158,3951,3,634,51,890,307
159,3951,4,1610,602,1866,858
160,12325,0,2553,985,2809,1241
161,12325,1,445,1095,701,1351
162,12325,2,813,209,1069,465
163,12325,3,425,873,681,1129
164,12325,4,1791,1904,2047,2160
165,8849,0,1508,817,1764,1073
166,8849,1,1045,1527,1301,1783
167,8849,2,2934,896,3190,1152
168,8849,3,2671,1437,2927,1693
169,8849,4,130,691,386,947
170,5402,0,856,423,1112,679
171,5402,1,789,571,1045,827
172,5402,2,2957,126,3213,382
173,5402,3,2323,7,2579,263
174,5402,4,152,339,408,595
175,4774,0,1929,1442,2185,1698
176,4774,1,1147,1696,1403,1952
177,4774,2,3068,2070,3324,2326
178,4774,3,1727,1760,1983,2016
179,4774,4,1261,363,1517,619
180,11548,0,228,1064,484,1320
181,11548,1,507,1427,763,1683
182,11548,2,52,1092,308,1348
183,11548,3,1775,1805,2031,2061
184,11548,4,550,1435,806,1691
185,3299,0,2344,2392,2600,2648
186,3299,1,499,436,755,692
187,3299,2,1840,1663,2096,1919
188,3299,3,3157,1675,3413,1931
189,3299,4,883,1065,1139,1321
190,9372,0,1996,677,2252,933
191,9372,1,279,1676,535,1932
192,9372,2,182,1416,438,1672
193,9372,3,754,708,1010,964
194,9372,4,2774,2616,3030,2872
195,10243,0,1862,2665,2118,2921
196,10243,1,3482,1441,3738,1697
197,10243,2,1059,485,1315,741
198,10243,3,1632,1382,1888,1638
199,10243,4,3170,1621,3426,1877
200,11943,0,2322,337,2578,593
201,11943,1,2020,285,2276,541
202,11943,2,2310,197,2566,453
203,11943,3,2318,800,2574,1056
204,11943,4,108,105,364,361
205,9856,0,722,897,978,1153
206,9856,1,1630,1619,1886,1875
207,9856,2,1179,588,1435,844
208,9856,3,2208,1142,2464,1398
209,9856,4,2494,1667,2750,1923
210,10269,0,1714,778,1970,1034
211,10269,1,3104,183,3360,439
212,10269,2,2631,499,2887,755
213,10269,3,1958,697,2214,953
214,10269,4,1984,634,2240,890
215,2080,0,634,426,890,682
216,2080,1,2061,982,2317,1238
217,2080,2,1797,1734,2053,1990
218,2080,3,2083,1646,2339,1902
219,2080,4,2637,1426,2893,1682
220,9151,0,529,118,785,374
221,9151,1,1250,10,1506,266
222,9151,2,1823,808,2079,1064
223,9151,3,269,169,525,425
224,9151,4,2288,1125,2544,1381
225,3408,0,1993,896,2249,1152
226,3408,1,1983,461,2239,717
227,3408,2,8,808,264,1064
228,3408,3,2510,1634,2766,1890
229,3408,4,2809,2170,3065,2426
230,7082,0,1385,133,1641,389
231,7082,1,1002,280,1258,536
232,7082,2,2350,656,2606,912
233,7082,3,611,364,867,620
234,7082,4,1351,450,1607,706
235,6295,0,2356,480,2612,736
236,6295,1,976,1234,1232,1490
237,6295,2,2661,288,2917,544
238,6295,3,2607,702,2863,958
239,6295,4,2177,971,2433,1227
240,9797,0,2557,1545,2813,1801
241,9797,1,1951,158,2207,414
242,9797,2,1451,2467,1707,2723
243,9797,3,1209,2363,1465,2619
244,9797,4,1985,1790,2241,2046
245,8470,0,472,913,728,1169
246,8470,1,338,1467,594,1723
247,8470,2,1113,2462,1369,2718
248,8470,3,616,391,872,647
249,8470,4,1751,2959,2007,3215
250,5493,0,1529,55,1785,311
251,5493,1,2165,2087,2421,2343
252,5493,2,398,708,654,964
253,5493,3,2642,14,2898,270
254,5493,4,3276,522,3532,778
255,11810,0,2484,867,2740,1123
256,11810,1,2767,1252,3023,1508
257,11810,2,1466,1827,1722,2083
258,11810,3,996,401,1252,657
259,11810,4,1885,1826,2141,2082
260,7538,0,2424,654,2680,910
261,7538,1,3501,138,3757,394
262,7538,2,1547,607,1803,863
263,7538,3,1717,1258,1973,1514
264,7538,4,1183,1036,1439,1292
265,11694,0,1572,1656,1828,1912
266,11694,1,2755,1486,3011,1742
267,11694,2,2362,498,2618,754
268,11694,3,2513,97,2769,353
269,11694,4,2127,275,2383,531
270,3224,0,1839,499,2095,755
271,3224,1,457,1588,713,1844
272,3224,2,47,715,303,971
273,3224,3,242,1087,498,1343
274,3224,4,450,1193,706,1449
275,7075,0,2288,242,2544,498
276,7075,1,744,733,1000,989
277,7075,2,3512,357,3768,613
278,7075,3,3596,438,3852,694
279,7075,4,3135,525,3391,781
280,237,0,883,233,1139,489
281,237,1,1070,366,1326,622
282,237,2,2497,133,2753,389
283,237,3,2004,1366,2260,1622
284,237,4,2220,97,2476,353
285,13512,0,2290,322,2546,578
286,13512,1,271,1232,527,1488
287,13512,2,1459,572,1715,828
288,13512,3,2104,1345,2360,1601
289,13512,4,2803,1440,3059,1696
290,13558,0,2407,2181,2663,2437
291,13558,1,1732,2192,1988,2448
292,13558,2,1163,165,1419,421
293,13558,3,1320,681,1576,937
294,13558,4,2773,22,3029,278
295,4813,0,1624,1286,1880,1542
296,4813,1,2852,599,3108,855
297,4813,2,565,1381,821,1637
298,4813,3,1322,529,1578,785
299,4813,4,1617,2247,1873,2503
300,4000,0,2188,601,2444,857
301,4000,1,1549,89,1805,345
302,4000,2,981,358,1237,614
303,4000,3,1132,307,1388,563
304,4000,4,178,427,434,683
305,14657,0,2167,1817,2423,2073
306,14657,1,1383,1236,1639,1492
307,14657,2,2498,382,2754,638
308,14657,3,2998,18,3254,274
309,14657,4,2306,1719,2562,1975
310,3484,0,2518,222,2774,478
311,3484,1,2337,829,2593,1085
312,3484,2,411,674,667,930
313,3484,3,51,1180,307,1436
314,3484,4,1131,59,1387,315
315,688,0,3062,2376,3318,2632
316,688,1,64,20,320,276
317,688,2,2680,2892,2936,3148
318,688,3,3277,2249,3533,2505
319,688,4,2592,1314,2848,1570
320,3023,0,1941,1242,2197,1498
321,3023,1,2957,289,3213,545
322,3023,2,695,1347,951,1603
323,3023,3,2570,620,2826,876
324,3023,4,911,833,1167,1089
325,6796,0,1739,788,1995,1044
326,6796,1,1971,1630,2227,1886
327,6796,2,1589,1529,1845,1785
328,6796,3,1022,775,1278,1031
329,6796,4,2218,585,2474,841
330,4873,0,1075,1264,1331,1520
331,4873,1,17,551,273,807
332,4873,2,1729,1311,1985,1567
333,4873,3,1863,613,2119,869
334,4873,4,1438,293,1694,549
335,7990,0,859,1255,1115,1511
336,7990,1,356,1049,612,1305
337,7990,2,1132,386,1388,642
338,7990,3,2299,1887,2555,2143
339,7990,4,3047,1085,3303,1341
340,7085,0,456,251,712,507
341,7085,1,440,426,696,682
342,7085,2,2066,943,2322,1199
343,7085,3,810,719,1066,975
344,7085,4,2415,65,2671,321
345,11539,0,1705,250,1961,506
346,11539,1,2738,701,2994,957
347,11539,2,2871,83,3127,339
348,11539,3,929,112,1185,368
349,11539,4,168,935,424,1191
350,9183,0,1973,896,2229,1152
351,9183,1,2433,1141,2689,1397
352,9183,2,1707,586,1963,842
353,9183,3,1545,985,1801,1241
354,9183,4,1453,845,1709,1101
355,6659,0,283,1064,539,1320
356,6659,1,440,190,696,446
357,6659,2,3574,62,3830,318
358,6659,3,185,403,441,659
359,6659,4,475,1069,731,1325
360,8448,0,2373,1198,2629,1454
361,8448,1,1179,1356,1435,1612
362,8448,2,454,376,710,632
363,8448,3,2632,172,2888,428
364,8448,4,387,618,643,874
365,10655,0,1150,178,1406,434
366,10655,1,3092,1355,3348,1611
367,10655,2,1106,2,1362,258
368,10655,3,1749,1057,2005,1313
369,10655,4,888,1905,1144,2161
370,14000,0,1355,1523,1611,1779
371,14000,1,497,701,753,957
372,14000,2,573,769,829,1025
373,14000,3,572,380,828,636
374,14000,4,2816,1563,3072,1819
375,14780,0,643,127,899,383
376,14780,1,1577,1523,1833,1779
377,14780,2,2386,1830,2642,2086
378,14780,3,1123,1401,1379,1657
379,14780,4,1591,629,1847,885
380,3171,0,443,905,699,1161
381,3171,1,1822,2212,2078,2468
382,3171,2,69,306,325,562
383,3171,3,1189,2102,1445,2358
384,3171,4,2399,636,2655,892
385,1054,0,2732,1380,2988,1636
386,1054,1,870,935,1126,1191
387,1054,2,2533,1595,2789,1851
388,1054,3,3078,1207,3334,1463
389,1054,4,3273,794,3529,1050
390,1154,0,2501,1564,2757,1820
391,1154,1,3152,945,3408,1201
392,1154,2,73,754,329,1010
393,1154,3,1071,671,1327,927
394,1154,4,1101,383,1357,639
395,1990,0,2305,1092,2561,1348
396,1990,1,2772,128,3028,384
397,1990,2,2673,1098,2929,1354
398,1990,3,2960,811,3216,1067
399,1990,4,2006,114,2262,370
400,14418,0,2753,982,3009,1238
401,14418,1,2764,792,3020,1048
402,14418,2,3350,8,3606,264
403,14418,3,1263,689,1519,945
404,14418,4,2772,2194,3028,2450
405,7996,0,1409,265,1665,521
406,7996,1,1339,1862,1595,2118
407,7996,2,446,99,702,355
408,7996,3,2700,403,2956,659
409,7996,4,2906,764,3162,1020
410,10143,0,1164,2390,1420,2646
411,10143,1,599,28,855,284
412,10143,2,3457,146,3713,402
413,10143,3,249,306,505,562
414,10143,4,306,1069,562,1325
415,675,0,2684,936,2940,1192
416,675,1,128,493,384,749
417,675,2,1360,1603,1616,1859
418,675,3,2582,1064,2838,1320
419,675,4,1185,1694,1441,1950
420,1576,0,1247,576,1503,832
421,1576,1,153,1294,409,1550
422,1576,2,2478,2047,2734,2303
423,1576,3,1863,1457,2119,1713
424,1576,4,1622,1276,1878,1532
425,8984,0,948,1457,1204,1713
426,8984,1,2066,832,2322,1088
427,8984,2,2670,2044,2926,2300
428,8984,3,2909,901,3165,1157
429,8984,4,2715,2030,2971,2286
430,2525,0,2494,965,2750,1221
431,2525,1,1596,1337,1852,1593
432,2525,2,977,1214,1233,1470
433,2525,3,2435,199,2691,455
434,2525,4,3101,74,3357,330
435,10611,0,2546,593,2802,849
436,10611,1,1801,1502,2057,1758
437,10611,2,2293,1013,2549,1269
438,10611,3,2835,1252,3091,1508
439,10611,4,2374,168,2630,424
440,10379,0,1938,1342,2194,1598
441,10379,1,2543,784,2799,1040
442,10379,2,1436,675,1692,931
443,10379,3,2432,1096,2688,1352
444,10379,4,2232,1535,2488,1791
445,7023,0,1917,1787,2173,2043
446,7023,1,2247,149,2503,405
447,7023,2,959,725,1215,981
448,7023,3,2476,336,2732,592
449,7023,4,150,1008,406,1264
450,6277,0,1486,436,1742,692
451,6277,1,2107,1141,2363,1397
452,6277,2,1452,629,1708,885
453,6277,3,2605,547,2861,803
454,6277,4,3376,290,3632,546
455,10587,0,2891,1884,3147,2140
456,10587,1,2567,1951,2823,2207
457,10587,2,1830,672,2086,928
458,10587,3,2458,1700,2714,1956
459,10587,4,1257,1914,1513,2170
460,380,0,1427,699,1683,955
461,380,1,30,703,286,959
462,380,2,643,1196,899,1452
463,380,3,1299,805,1555,1061
464,380,4,2625,1581,2881,1837
465,4609,0,2722,966,2978,1222
466,4609,1,3365,1420,3621,1676
467,4609,2,3381,939,3637,1195
468,4609,3,971,485,1227,741
469,4609,4,1395,1448,1651,1704
470,7417,0,107,1521,363,1777
471,7417,1,1118,718,1374,974
472,7417,2,1666,1216,1922,1472
473,7417,3,957,2128,1213,2384
474,7417,4,2473,1508,2729,1764
475,7122,0,2657,1368,2913,1624
476,7122,1,2853,432,3109,688
477,7122,2,2630,1219,2886,1475
478,7122,3,891,421,1147,677
479,7122,4,1631,1234,1887,1490
480,4416,0,3265,781,3521,1037
481,4416,1,2198,463,2454,719
482,4416,2,1110,217,1366,473
483,4416,3,3030,855,3286,1111
484,4416,4,1584,698,1840,954
485,3499,0,1150,47,1406,303
486,3499,1,2705,1131,2961,1387
487,3499,2,1388,1072,1644,1328
488,3499,3,1932,156,2188,412
489,3499,4,2679,991,2935,1247
490,2686,0,845,180,1101,436
491,2686,1,1688,893,1944,1149
492,2686,2,3102,268,3358,524
493,2686,3,1597,648,1853,904
494,2686,4,1571,212,1827,468
495,137,0,945,1512,1201,1768
496,137,1,3466,212,3722,468
497,137,2,1605,776,1861,1032
498,137,3,2191,1684,2447,1940
499,137,4,2755,508,3011,764
500,6278,0,2972,227,3228,483
501,6278,1,443,917,699,1173
502,6278,2,896,1416,1152,1672
503,6278,3,269,362,525,618
504,6278,4,1374,745,1630,1001
505,10796,0,1372,980,1628,1236
506,10796,1,2263,882,2519,1138
507,10796,2,2747,805,3003,1061
508,10796,3,574,213,830,469
509,10796,4,210,421,466,677
510,11069,0,819,1780,1075,2036
511,11069,1,1880,769,2136,1025
512,11069,2,3330,883,3586,1139
513,11069,3,1751,505,2007,761
514,11069,4,190,741,446,997
515,11108,0,1932,667,2188,923
516,11108,1,148,48,404,304
517,11108,2,836,1014,1092,1270
518,11108,3,2745,255,3001,511
519,11108,4,1588,494,1844,750
520,6015,0,2292,871,2548,1127
521,6015,1,463,959,719,1215
522,6015,2,2366,1488,2622,1744
523,6015,3,714,50,970,306
524,6015,4,1481,1085,1737,1341
525,3592,0,2156,885,2412,1141
526,3592,1,1153,301,1409,557
527,3592,2,2241,1504,2497,1760
528,3592,3,2096,892,2352,1148
529,3592,4,1611,936,1867,1192
530,14196,0,1940,2547,2196,2803
531,14196,1,3028,2031,3284,2287
532,14196,2,1677,1091,1933,1347
533,14196,3,2342,774,2598,1030
534,14196,4,434,496,690,752
535,4064,0,2318,1083,2574,1339
536,4064,1,2553,255,2809,511
537,4064,2,1447,756,1703,1012
538,4064,3,3304,1609,3560,1865
539,4064,4,1028,1466,1284,1722
540,674,0,1947,699,2203,955
541,674,1,1035,799,1291,1055
542,674,2,2423,1378,2679,1634
543,674,3,2243,1777,2499,2033
544,674,4,869,1520,1125,1776
545,11418,0,115,232,371,488
546,11418,1,2572,355,2828,611
547,11418,2,3622,794,3878,1050
548,11418,3,562,160,818,416
549,11418,4,516,998,772,1254
550,5434,0,1577,632,1833,888
551,5434,1,1154,109,1410,365
552,5434,2,166,136,422,392
553,5434,3,127,467,383,723
554,5434,4,3083,596,3339,852
555,13605,0,1009,1005,1265,1261
556,13605,1,1166,1728,1422,1984
557,13605,2,1022,1430,1278,1686
558,13605,3,979,283,1235,539
559,13605,4,2510,812,2766,1068
560,6849,0,3352,1075,3608,1331
561,6849,1,1079,972,1335,1228
562,6849,2,365,1123,621,1379
563,6849,3,1512,1069,1768,1325
564,6849,4,745,248,1001,504
565,14738,0,1603,1550,1859,1806
566,14738,1,2339,1555,2595,1811
567,14738,2,833,528,1089,784
568,14738,3,217,1018,473,1274
569,14738,4,173,546,429,802
570,2327,0,1568,1456,1824,1712
571,2327,1,1104,1079,1360,1335
572,2327,2,1211,903,1467,1159
573,2327,3,2838,917,3094,1173
574,2327,4,1555,747,1811,1003
575,12419,0,3195,523,3451,779
576,12419,1,3115,1239,3371,1495
577,12419,2,2539,1564,2795,1820
578,12419,3,702,871,958,1127
579,12419,4,2589,1850,2845,2106
580,4319,0,1710,759,1966,1015
581,4319,1,850,1401,1106,1657
582,4319,2,3305,221,3561,477
583,4319,3,1833,845,2089,1101
584,4319,4,1385,218,1641,474
585,10788,0,2843,195,3099,451
586,10788,1,791,1645,1047,1901
587,10788,2,2623,2149,2879,2405
588,10788,3,2048,1399,2304,1655
589,10788,4,1533,1865,1789,2121
590,14230,0,3140,279,3396,535
591,14230,1,1112,1210,1368,1466
592,14230,2,1512,1268,1768,1524
593,14230,3,437,992,693,1248
594,14230,4,47,240,303,496
595,4560,0,2094,281,2350,537
596,4560,1,1282,1261,1538,1517
597,4560,2,2171,980,2427,1236
598,4560,3,3079,860,3335,1116
599,4560,4,1826,118,2082,374
600,2752,0,621,429,877,685
601,2752,1,2812,67,3068,323
602,2752,2,3440,91,3696,347
603,2752,3,845,867,1101,1123
604,2752,4,1473,1523,1729,1779
605,7972,0,3460,354,3716,610
606,7972,1,3211,79,3467,335
607,7972,2,2730,68,2986,324
608,7972,3,2122,1046,2378,1302
609,7972,4,575,1414,831,1670
610,12087,0,2840,609,3096,865
611,12087,1,2105,562,2361,818
612,12087,2,637,1266,893,1522
613,12087,3,2194,851,2450,1107
614,12087,4,2057,485,2313,741
615,11061,0,3007,1494,3263,1750
616,11061,1,668,475,924,731
617,11061,2,1978,2297,2234,2553
618,11061,3,449,1993,705,2249
619,11061,4,1423,29,1679,285
620,13868,0,3261,948,3517,1204
621,13868,1,2480,317,2736,573
622,13868,2,1431,330,1687,586
623,13868,3,489,229,745,485
624,13868,4,3510,1500,3766,1756
625,11510,0,1195,1232,1451,1488
626,11510,1,954,359,1210,615
627,11510,2,2452,1454,2708,1710
628,11510,3,520,151,776,407
629,11510,4,2710,1149,2966,1405
630,12808,0,1485,1253,1741,1509
631,12808,1,1495,1260,1751,1516
632,12808,2,404,395,660,651
633,12808,3,2523,1365,2779,1621
634,12808,4,1534,1372,1790,1628
635,5895,0,2690,1632,2946,1888
636,5895,1,1066,367,1322,623
637,5895,2,1591,1458,1847,1714
638,5895,3,2412,380,2668,636
639,5895,4,1038,161,1294,417
640,6269,0,3276,1611,3532,1867
641,6269,1,2633,161,2889,417
642,6269,2,2270,18,2526,274
643,6269,3,1418,1327,1674,1583
644,6269,4,2246,454,2502,710
645,14737,0,1256,1476,1512,1732
646,14737,1,2605,985,2861,1241
647,14737,2,2589,466,2845,722
648,14737,3,2849,442,3105,698
649,14737,4,767,173,1023,429
650,13679,0,2714,832,2970,1088
651,13679,1,1597,523,1853,779
652,13679,2,1800,289,2056,545
653,13679,3,698,789,954,1045
654,13679,4,1719,1131,1975,1387
655,4633,0,2544,965,2800,1221
656,4633,1,1811,1448,2067,1704
657,4633,2,940,232,1196,488
658,4633,3,1414,1271,1670,1527
659,4633,4,1822,997,2078,1253
660,10877,0,661,153,917,409
661,10877,1,425,645,681,901
662,10877,2,1771,891,2027,1147
663,10877,3,205,122,461,378
664,10877,4,2757,1154,3013,1410
665,14281,0,1908,793,2164,1049
666,14281,1,1245,311,1501,567
667,14281,2,1650,1593,1906,1849
668,14281,3,428,955,684,1211
669,14281,4,2045,288,2301,544
670,10139,0,1938,512,2194,768
671,10139,1,1830,793,2086,1049
672,10139,2,2740,815,2996,1071
673,10139,3,2432,182,2688,438
674,10139,4,1059,682,1315,938
675,4888,0,1827,6,2083,262
676,4888,1,1896,1799,2152,2055
677,4888,2,1152,812,1408,1068
678,4888,3,1725,1556,1981,1812
679,4888,4,2078,1322,2334,1578
680,2291,0,1713,365,1969,621
681,2291,1,1640,906,1896,1162
682,2291,2,881,148,1137,404
683,2291,3,2156,950,2412,1206
684,2291,4,879,609,1135,865
685,7124,0,2098,719,2354,975
686,7124,1,256,337,512,593
687,7124,2,1837,758,2093,1014
688,7124,3,2203,766,2459,1022
689,7124,4,2727,119,2983,375
690,13747,0,1559,1315,1815,1571
691,13747,1,2541,107,2797,363
692,13747,2,888,1173,1144,1429
693,13747,3,1363,906,1619,1162
694,13747,4,1891,1036,2147,1292
695,1022,0,604,260,860,516
696,1022,1,3568,749,3824,1005
697,1022,2,1084,494,1340,750
698,1022,3,3257,1099,3513,1355
699,1022,4,1071,1291,1327,1547
700,1150,0,1814,1133,2070,1389
701,1150,1,1574,97,1830,353
702,1150,2,1532,823,1788,1079
703,1150,3,483,1474,739,1730
704,1150,4,1847,1619,2103,1875
705,2099,0,2858,38,3114,294
706,2099,1,505,46,761,302
707,2099,2,2758,192,3014,448
708,2099,3,999,666,1255,922
709,2099,4,2048,384,2304,640
710,9904,0,388,205,644,461
711,9904,1,331,1261,587,1517
712,9904,2,1366,42,1622,298
713,9904,3,2093,494,2349,750
714,9904,4,593,783,849,1039
715,13850,0,2274,205,2530,461
716,13850,1,908,778,1164,1034
717,13850,2,2432,533,2688,789
718,13850,3,2186,522,2442,778
719,13850,4,2552,433,2808,689
720,4635,0,1352,911,1608,1167
721,4635,1,1014,651,1270,907
722,4635,2,2234,792,2490,1048
723,4635,3,20,1073,276,1329
724,4635,4,2025,1651,2281,1907
725,11999,0,952,890,1208,1146
726,11999,1,1941,1021,2197,1277
727,11999,2,1474,1127,1730,1383
728,11999,3,2936,1336,3192,1592
729,11999,4,1213,1210,1469,1466
730,4196,0,2323,244,2579,500
731,4196,1,1479,215,1735,471
732,4196,2,3112,455,3368,711
733,4196,3,970,41,1226,297
734,4196,4,2438,176,2694,432
735,6443,0,2548,896,2804,1152
736,6443,1,576,1014,832,1270
737,6443,2,1461,1777,1717,2033
738,6443,3,190,782,446,1038
739,6443,4,2995,911,3251,1167
740,1595,0,113,883,369,1139
741,1595,1,1279,1316,1535,1572
742,1595,2,1387,421,1643,677
743,1595,3,1980,1427,2236,1683
744,1595,4,513,1169,769,1425
745,6718,0,470,91,726,347
746,6718,1,2146,1457,2402,1713
747,6718,2,2684,1498,2940,1754
748,6718,3,3301,937,3557,1193
749,6718,4,1456,1089,1712,1345
750,5454,0,1520,1280,1776,1536
751,5454,1,1476,1018,1732,1274
752,5454,2,3299,420,3555,676
753,5454,3,1189,280,1445,536
754,5454,4,3257,1083,3513,1339
755,14620,0,1290,525,1546,781
756,14620,1,2153,1109,2409,1365
757,14620,2,706,984,962,1240
758,14620,3,1843,515,2099,771
759,14620,4,2098,778,2354,1034
760,9782,0,1107,516,1363,772
761,9782,1,1773,72,2029,328
762,9782,2,871,764,1127,1020
763,9782,3,1320,1021,1576,1277
764,9782,4,554,838,810,1094
765,4278,0,2783,46,3039,302
766,4278,1,914,697,1170,953
767,4278,2,2027,567,2283,823
768,4278,3,1512,973,1768,1229
769,4278,4,2139,198,2395,454
770,10539,0,990,521,1246,777
771,10539,1,3084,1898,3340,2154
772,10539,2,2930,2330,3186,2586
773,10539,3,3291,1571,3547,1827
774,10539,4,873,1236,1129,1492
775,861,0,774,332,1030,588
776,861,1,2721,1452,2977,1708
777,861,2,2760,820,3016,1076
778,861,3,3496,560,3752,816
779,861,4,667,1010,923,1266
780,11099,0,1126,899,1382,1155
781,11099,1,190,936,446,1192
782,11099,2,304,823,560,1079
783,11099,3,852,785,1108,1041
784,11099,4,953,766,1209,1022
785,624,0,898,562,1154,818
786,624,1,1316,215,1572,471
787,624,2,2328,1312,2584,1568
788,624,3,1431,1392,1687,1648
789,624,4,2219,320,2475,576
790,1872,0,1976,2086,2232,2342
791,1872,1,2606,609,2862,865
792,1872,2,2148,471,2404,727
793,1872,3,1426,1406,1682,1662
794,1872,4,453,1236,709,1492
795,8539,0,293,1155,549,1411
796,8539,1,897,1870,1153,2126
797,8539,2,1638,1667,1894,1923
798,8539,3,3647,12,3903,268
